                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     93,                0.86223,                  1.299,                0.65265,                0.98176,                0.53269,                0.41875,                0.42237,                0.19854,                0.53169,                0.41016,                0.41111,                0.16905,                 1.8215,                  2.577,                 2.3494,                 1.4514,             0.00038884,             0.00038884,             0.00038884
                     94,                0.83191,                 1.3086,                  0.642,                0.97733,                0.54061,                0.40587,                0.41748,                 0.1925,                0.57326,                  0.398,                0.41624,                0.17291,                  1.872,                 2.5397,                 2.0982,                 1.4729,             0.00038531,             0.00038531,             0.00038531
                     95,                0.84995,                 1.3061,                0.65398,                0.97192,                0.53751,                0.39267,                 0.4165,                0.19404,                0.54345,                0.39871,                0.41063,                0.16789,                 1.8575,                 2.5474,                 2.3273,                 1.4616,             0.00038178,             0.00038178,             0.00038178
                     96,                0.82933,                 1.2833,                0.64104,                0.96656,                0.50867,                 0.4252,                0.41727,                 0.1935,                0.52248,                0.42162,                0.41245,                0.16874,                 1.8477,                 2.5954,                 2.2541,                 1.4687,             0.00037824,             0.00037824,             0.00037824
                     97,                0.83448,                 1.2586,                0.63876,                 0.9679,                0.54552,                0.39656,                0.42182,                 0.1948,                0.56791,                0.39084,                0.41439,                0.17036,                 1.8637,                 2.5785,                 2.0983,                 1.4872,             0.00037471,             0.00037471,             0.00037471
                     98,                0.84196,                 1.3115,                0.64896,                0.97276,                 0.5179,                0.40945,                0.41274,                 0.1908,                0.51847,                0.40873,                 0.3987,                0.16422,                 1.8711,                 2.5929,                 2.3541,                 1.4973,             0.00037117,             0.00037117,             0.00037117
                     99,                 0.8383,                 1.3144,                0.64596,                0.97531,                 0.5167,                0.41875,                0.43148,                0.19757,                0.50598,                0.42448,                0.42041,                0.17136,                 1.8806,                 2.5671,                 2.2238,                 1.4772,             0.00036764,             0.00036764,             0.00036764
                    100,                0.83498,                 1.2752,                0.64207,                 0.9659,                0.53111,                0.39442,                0.41868,                0.19391,                0.54291,                0.40157,                0.41984,                0.17027,                 1.8626,                 2.5841,                 2.3899,                 1.4792,              0.0003641,              0.0003641,              0.0003641
                    101,                0.82353,                  1.226,                0.63356,                0.96562,                0.53582,                0.40587,                0.42789,                0.19528,                0.56554,                0.38082,                0.41568,                0.17536,                 1.8461,                 2.5718,                 2.3104,                 1.4753,             0.00036057,             0.00036057,             0.00036057
                    102,                 0.8073,                 1.2062,                0.59706,                0.94517,                0.52674,                0.43665,                0.42766,                0.19814,                0.52277,                0.43379,                0.41614,                0.17157,                 1.8444,                 2.5758,                 2.2433,                 1.4724,             0.00035704,             0.00035704,             0.00035704
